Timestamp,Theta,Aplha,Beta,Gamma ,Delta 
"2025-05-05 20:20:48.728761,792.1611938476562,805.4578857421875,845.7509155273438,796.5933837890625,748.6447143554688",,,,,
"2025-05-05 20:20:48.728761,764.7619018554688,810.2930297851562,854.2124633789062,796.5933837890625,859.8534545898438",,,,,
"2025-05-05 20:20:48.729779,769.1941528320312,802.2344360351562,869.120849609375,809.89013671875,797.8021850585938",,,,,
"2025-05-05 20:20:48.728761,761.1355590820312,810.6959838867188,913.4432373046875,797.8021850585938,554.029296875",,,,,
"2025-05-05 20:20:48.728761,760.7326049804688,804.2490844726562,880.0,808.6813354492188,718.02197265625",,,,,
"2025-05-05 20:20:48.734520,770.8058471679688,806.6666870117188,810.6959838867188,815.1282348632812,1109.6702880859375",,,,,
"2025-05-05 20:20:48.735057,756.3003540039062,802.6373901367188,670.4761962890625,803.040283203125,1472.3077392578125",,,,,
"2025-05-05 20:20:48.735057,769.1941528320312,805.054931640625,853.4066162109375,803.040283203125,1031.90478515625",,,,,
"2025-05-05 20:20:48.735575,779.2673950195312,814.7252807617188,934.3956298828125,821.1721801757812,502.4542236328125",,,,,
"2025-05-05 20:20:48.736101,765.970703125,797.8021850585938,869.5238037109375,789.7435913085938,651.5384521484375",,,,,
"2025-05-05 20:20:48.736479,770.4029541015625,809.89013671875,788.5347900390625,804.2490844726562,630.5860595703125",,,,,
"2025-05-05 20:20:48.763394,767.9853515625,803.4432373046875,855.4212646484375,815.1282348632812,718.8278198242188",,,,,
"2025-05-05 20:20:48.763938,730.915771484375,811.5018310546875,839.7069702148438,789.3406372070312,678.1318969726562",,,,,
"2025-05-05 20:20:48.764395,742.1978149414062,805.054931640625,676.1171875,773.2234497070312,1243.84619140625",,,,,
"2025-05-05 20:20:48.764924,751.8681030273438,801.8314819335938,742.6007080078125,791.3552856445312,1303.4798583984375",,,,,
"2025-05-05 20:20:48.765457,732.12451171875,811.5018310546875,973.4798583984375,801.4285888671875,659.1941528320312",,,,,
"2025-05-05 20:20:48.765994,748.2417602539062,813.5164794921875,747.032958984375,786.923095703125,1244.2490234375",,,,,
"2025-05-05 20:20:48.763938,761.1355590820312,806.2637329101562,867.5091552734375,811.098876953125,748.6447143554688",,,,,
"2025-05-05 20:20:48.766525,739.7802124023438,813.5164794921875,879.1941528320312,791.3552856445312,1076.22705078125",,,,,
"2025-05-05 20:20:48.765457,715.2014770507812,809.89013671875,942.05126953125,785.3113403320312,624.1392211914062",,,,,
"2025-05-05 20:20:48.769636,765.1648559570312,799.010986328125,893.2966918945312,807.4725341796875,684.1758422851562",,,,,
"2025-05-05 20:20:48.769636,774.8351440429688,796.5933837890625,956.959716796875,802.6373901367188,581.4285888671875",,,,,
"2025-05-05 20:20:48.769964,747.8388061523438,797.3992919921875,795.3846435546875,815.5311279296875,713.1868286132812",,,,,
"2025-05-05 20:20:48.799659,758.7179565429688,805.054931640625,903.3699340820312,778.4615478515625,764.3589477539062",,,,,
"2025-05-05 20:20:48.799659,751.062255859375,807.4725341796875,812.3076782226562,786.1171875,1078.24169921875",,,,,
"2025-05-05 20:20:48.800198,737.3626098632812,803.8461303710938,944.8717651367188,759.120849609375,569.3406372070312",,,,,
"2025-05-05 20:20:48.800724,725.6776733398438,805.054931640625,857.032958984375,767.5823974609375,790.5494384765625",,,,,
"2025-05-05 20:20:48.801264,732.12451171875,801.4285888671875,937.2161254882812,783.6996459960938,514.1392211914062",,,,,
"2025-05-05 20:20:48.802341,735.7509155273438,807.069580078125,847.7655639648438,784.908447265625,738.1685180664062",,,,,
"2025-05-05 20:20:48.802894,775.6410522460938,808.6813354492188,959.3773193359375,784.5054931640625,569.7435913085938",,,,,
"2025-05-05 20:20:48.802894,757.912109375,814.3223266601562,836.08056640625,774.8351440429688,920.2930297851562",,,,,
"2025-05-05 20:20:48.803943,720.8424682617188,802.2344360351562,985.970703125,768.3883056640625,546.3735961914062",,,,,
"2025-05-05 20:20:48.804479,738.974365234375,801.025634765625,896.5201416015625,780.4761962890625,593.91943359375",,,,,
"2025-05-05 20:20:48.805508,724.4688720703125,808.2783813476562,961.3919677734375,775.6410522460938,629.7802124023438",,,,,
"2025-05-05 20:20:48.805508,724.8717651367188,803.8461303710938,946.08056640625,787.3259887695312,654.3589477539062",,,,,
